Date,Year,Artist / Project,City,Venue,Country,Section,Position,Song,Counts as Song,Setlist Status,Source URL
1979-09-07,1979,The Cure,Aberdeen,Capitol Theatre,Scotland,Mainset,7,Plastic Passion,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-07.php
1979-09-07,1979,The Cure,Aberdeen,Capitol Theatre,Scotland,Mainset,8,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-07.php
1979-09-07,1979,The Cure,Aberdeen,Capitol Theatre,Scotland,Mainset,9,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-07.php
1979-09-07,1979,The Cure,Aberdeen,Capitol Theatre,Scotland,Mainset,10,Fire In Cairo,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-07.php
1979-09-07,1979,The Cure,Aberdeen,Capitol Theatre,Scotland,Mainset,11,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-07.php
1979-09-07,1979,The Cure,Aberdeen,Capitol Theatre,Scotland,Encore 1,1,Seventeen Seconds,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-07.php
1979-09-07,1979,The Cure,Aberdeen,Capitol Theatre,Scotland,Encore 1,2,M,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-07.php
1979-09-07,1979,The Cure,Aberdeen,Capitol Theatre,Scotland,Encore 1,3,The Lord's Prayer,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-07.php
1979-09-09,1979,The Cure,Rotterdam,Zuiderpark,Netherlands,Mainset,1,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-09.php
1979-09-09,1979,The Cure,Rotterdam,Zuiderpark,Netherlands,Mainset,2,Accuracy,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-09.php
1979-09-09,1979,The Cure,Rotterdam,Zuiderpark,Netherlands,Mainset,3,Grinding Halt,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-09.php
1979-09-09,1979,The Cure,Rotterdam,Zuiderpark,Netherlands,Mainset,4,Another Day,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-09.php
1979-09-09,1979,The Cure,Rotterdam,Zuiderpark,Netherlands,Mainset,5,Object,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-09.php
1979-09-09,1979,The Cure,Rotterdam,Zuiderpark,Netherlands,Mainset,6,Subway Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-09.php
1979-09-09,1979,The Cure,Rotterdam,Zuiderpark,Netherlands,Mainset,7,Foxy Lady,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-09.php
1979-09-09,1979,The Cure,Rotterdam,Zuiderpark,Netherlands,Mainset,8,Plastic Passion,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-09.php
1979-09-09,1979,The Cure,Rotterdam,Zuiderpark,Netherlands,Mainset,9,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-09.php
1979-09-09,1979,The Cure,Rotterdam,Zuiderpark,Netherlands,Mainset,10,Fire In Cairo,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-09.php
1979-09-09,1979,The Cure,Rotterdam,Zuiderpark,Netherlands,Mainset,11,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-09.php
1979-09-09,1979,The Cure,Rotterdam,Zuiderpark,Netherlands,Encore 1,1,Do The Hansa,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-09.php
1979-09-09,1979,The Cure,Rotterdam,Zuiderpark,Netherlands,Encore 1,2,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-09.php
1979-09-18,1979,The Cure,Leicester,De Montfort Hall,England,Mainset,1,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-18.php
1979-09-18,1979,The Cure,Leicester,De Montfort Hall,England,Mainset,2,Fire In Cairo,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-18.php
1979-09-18,1979,The Cure,Leicester,De Montfort Hall,England,Mainset,3,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-18.php
1979-09-18,1979,The Cure,Leicester,De Montfort Hall,England,Encore 1,1,Jumping Someone Else's Train,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-18.php
1979-09-18,1979,The Cure,Leicester,De Montfort Hall,England,Encore 1,2,Do The Hansa,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-18.php
1979-09-24,1979,The Cure,Bradford,St. George's Hall,England,Mainset,1,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-24.php
1979-09-24,1979,The Cure,Bradford,St. George's Hall,England,Mainset,2,Accuracy,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-24.php
1979-09-24,1979,The Cure,Bradford,St. George's Hall,England,Mainset,3,Jumping Someone Else's Train,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-24.php
1979-09-24,1979,The Cure,Bradford,St. George's Hall,England,Mainset,4,Another Day,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-24.php
1979-09-24,1979,The Cure,Bradford,St. George's Hall,England,Mainset,5,Plastic Passion,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-24.php
1979-09-24,1979,The Cure,Bradford,St. George's Hall,England,Mainset,6,Subway Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-24.php
1979-09-24,1979,The Cure,Bradford,St. George's Hall,England,Mainset,7,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-24.php
1979-09-24,1979,The Cure,Bradford,St. George's Hall,England,Mainset,8,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-24.php
1979-09-24,1979,The Cure,Bradford,St. George's Hall,England,Mainset,9,Fire In Cairo,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-24.php
1979-09-24,1979,The Cure,Bradford,St. George's Hall,England,Mainset,10,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-24.php
1979-09-26,1979,The Cure,Oxford,New Theatre,England,Mainset,1,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-26.php
1979-09-26,1979,The Cure,Oxford,New Theatre,England,Mainset,2,Accuracy,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-26.php
1979-09-26,1979,The Cure,Oxford,New Theatre,England,Mainset,3,Jumping Someone Else's Train,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-26.php
1979-09-26,1979,The Cure,Oxford,New Theatre,England,Mainset,4,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-26.php
1979-09-26,1979,The Cure,Oxford,New Theatre,England,Mainset,5,Plastic Passion,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-26.php
1979-09-26,1979,The Cure,Oxford,New Theatre,England,Mainset,6,Subway Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-26.php
1979-09-26,1979,The Cure,Oxford,New Theatre,England,Mainset,7,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-26.php
1979-09-26,1979,The Cure,Oxford,New Theatre,England,Mainset,8,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-26.php
1979-09-26,1979,The Cure,Oxford,New Theatre,England,Mainset,9,Fire In Cairo,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-26.php
1979-09-26,1979,The Cure,Oxford,New Theatre,England,Mainset,10,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-26.php
1979-09-26,1979,The Cure,Oxford,New Theatre,England,Encore 1,1,Grinding Halt,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-26.php
1979-09-28,1979,The Cure,Southampton,Gaumont Theatre,England,Mainset,1,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-28.php
1979-09-28,1979,The Cure,Southampton,Gaumont Theatre,England,Mainset,2,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-28.php
1979-09-28,1979,The Cure,Southampton,Gaumont Theatre,England,Mainset,3,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-09-28.php
1979-10-01,1979,The Cure,Nottingham,University Sports Centre,England,Mainset,1,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-10-01.php
1979-10-01,1979,The Cure,Nottingham,University Sports Centre,England,Mainset,2,Accuracy,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-10-01.php
1979-10-01,1979,The Cure,Nottingham,University Sports Centre,England,Mainset,3,Subway Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-10-01.php
1979-10-15,1979,The Cure,London,Hammersmith Odeon,England,Mainset,1,Accuracy,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-10-15.php
1979-10-15,1979,The Cure,London,Hammersmith Odeon,England,Mainset,2,Grinding Halt,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-10-15.php
1979-10-15,1979,The Cure,London,Hammersmith Odeon,England,Mainset,3,Subway Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-10-15.php
1979-10-15,1979,The Cure,London,Hammersmith Odeon,England,Mainset,4,M,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-10-15.php
1979-10-15,1979,The Cure,London,Hammersmith Odeon,England,Mainset,5,Jumping Someone Else's Train,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-10-15.php
1979-10-15,1979,The Cure,London,Hammersmith Odeon,England,Mainset,6,Plastic Passion,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-10-15.php
1979-10-15,1979,The Cure,London,Hammersmith Odeon,England,Mainset,7,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-10-15.php
1979-10-15,1979,The Cure,London,Hammersmith Odeon,England,Mainset,8,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-10-15.php
1979-10-15,1979,The Cure,London,Hammersmith Odeon,England,Mainset,9,Fire In Cairo,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-10-15.php
1979-10-15,1979,The Cure,London,Hammersmith Odeon,England,Mainset,10,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-10-15.php
1979-11-16,1979,The Cure,Liverpool,Eric's,England,Mainset,1,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-16.php
1979-11-17,1979,The Cure,London,London School of Economics,England,Mainset,1,Accuracy,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-17.php
1979-11-17,1979,The Cure,London,London School of Economics,England,Mainset,2,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-17.php
1979-11-17,1979,The Cure,London,London School of Economics,England,Mainset,3,Fire In Cairo,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-17.php
1979-11-17,1979,The Cure,London,London School of Economics,England,Mainset,4,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-17.php
1979-11-17,1979,The Cure,London,London School of Economics,England,Mainset,5,Jumping Someone Else's Train,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-17.php
1979-11-17,1979,The Cure,London,London School of Economics,England,Mainset,6,Grinding Halt,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-17.php
1979-11-17,1979,The Cure,London,London School of Economics,England,Mainset,7,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-17.php
1979-11-22,1979,The Cure,Bradford,Palm Cove Club,England,Mainset,1,Seventeen Seconds,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-22.php
1979-11-22,1979,The Cure,Bradford,Palm Cove Club,England,Mainset,2,Accuracy,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-22.php
1979-11-22,1979,The Cure,Bradford,Palm Cove Club,England,Mainset,3,M,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-22.php
1979-11-22,1979,The Cure,Bradford,Palm Cove Club,England,Mainset,4,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-22.php
1979-11-22,1979,The Cure,Bradford,Palm Cove Club,England,Mainset,5,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-22.php
1979-11-22,1979,The Cure,Bradford,Palm Cove Club,England,Mainset,6,Fire In Cairo,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-22.php
1979-11-22,1979,The Cure,Bradford,Palm Cove Club,England,Mainset,7,Another Journey By Train,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-22.php
1979-11-22,1979,The Cure,Bradford,Palm Cove Club,England,Mainset,8,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-22.php
1979-11-22,1979,The Cure,Bradford,Palm Cove Club,England,Mainset,9,In Your House,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-22.php
1979-11-22,1979,The Cure,Bradford,Palm Cove Club,England,Mainset,10,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-22.php
1979-11-22,1979,The Cure,Bradford,Palm Cove Club,England,Mainset,11,Jumping Someone Else's Train,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-22.php
1979-11-22,1979,The Cure,Bradford,Palm Cove Club,England,Mainset,12,Grinding Halt,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-22.php
1979-11-22,1979,The Cure,Bradford,Palm Cove Club,England,Encore 1,1,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-22.php
1979-11-22,1979,The Cure,Bradford,Palm Cove Club,England,Encore 1,2,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-22.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Mainset,1,Seventeen Seconds,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Mainset,2,Accuracy,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Mainset,3,M,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Mainset,4,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Mainset,5,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Mainset,6,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Mainset,7,Fire In Cairo,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Mainset,8,Another Journey By Train,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Mainset,9,In Your House,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Mainset,10,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Mainset,11,Jumping Someone Else's Train,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Mainset,12,Grinding Halt,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Encore 1,1,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Encore 1,2,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Encore 2,1,Subway Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Encore 2,2,Jumping Someone Else's Train,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-28,1979,The Cure,Birmingham,University / Deb Hall,England,Encore 3,1,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-28.php
1979-11-30,1979,The Cure,Norwich,L.C.R.,England,Mainset,1,Seventeen Seconds,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-30.php
1979-11-30,1979,The Cure,Norwich,L.C.R.,England,Mainset,2,Accuracy,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-30.php
1979-11-30,1979,The Cure,Norwich,L.C.R.,England,Mainset,3,M,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-30.php
1979-11-30,1979,The Cure,Norwich,L.C.R.,England,Mainset,4,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-30.php
1979-11-30,1979,The Cure,Norwich,L.C.R.,England,Mainset,5,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-30.php
1979-11-30,1979,The Cure,Norwich,L.C.R.,England,Mainset,6,Fire In Cairo,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-30.php
1979-11-30,1979,The Cure,Norwich,L.C.R.,England,Mainset,7,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-30.php
1979-11-30,1979,The Cure,Norwich,L.C.R.,England,Mainset,8,In Your House,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-30.php
1979-11-30,1979,The Cure,Norwich,L.C.R.,England,Mainset,9,Another Journey By Train,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-30.php
1979-11-30,1979,The Cure,Norwich,L.C.R.,England,Mainset,10,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-30.php
1979-11-30,1979,The Cure,Norwich,L.C.R.,England,Mainset,11,Jumping Someone Else's Train,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-30.php
1979-11-30,1979,The Cure,Norwich,L.C.R.,England,Mainset,12,Grinding Halt,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-30.php
1979-11-30,1979,The Cure,Norwich,L.C.R.,England,Encore 1,1,Subway Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-30.php
1979-11-30,1979,The Cure,Norwich,L.C.R.,England,Encore 1,2,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-30.php
1979-11-30,1979,The Cure,Norwich,L.C.R.,England,Encore 2,1,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-30.php
1979-11-30,1979,The Cure,Norwich,L.C.R.,England,Encore 2,2,Jumping Someone Else's Train,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-11-30.php
1979-12-01,1979,The Cure,Durham,University,England,Mainset,1,Seventeen Seconds,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-12-01.php
1979-12-01,1979,The Cure,Durham,University,England,Mainset,2,Accuracy,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-12-01.php
1979-12-01,1979,The Cure,Durham,University,England,Mainset,3,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-12-01.php
1979-12-01,1979,The Cure,Durham,University,England,Mainset,4,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-12-01.php
1979-12-01,1979,The Cure,Durham,University,England,Mainset,5,Fire In Cairo,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-12-01.php
1979-12-01,1979,The Cure,Durham,University,England,Mainset,6,Another Journey By Train,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-12-01.php
1979-12-12,1979,The Cure,Amsterdam,De Melkweg,Netherlands,Mainset,1,Seventeen Seconds,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-12-12.php
1979-12-12,1979,The Cure,Amsterdam,De Melkweg,Netherlands,Mainset,2,Accuracy,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1979-12-12.php
