Date,Year,Artist / Project,City,Venue,Country,Section,Position,Song,Counts as Song,Setlist Status,Source URL
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Mainset,6,Cold,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Mainset,7,A Night Like This,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Mainset,8,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Mainset,9,Let's Go To Bed,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Mainset,10,The Walk,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Mainset,11,Push,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Mainset,12,Screw,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Mainset,13,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Mainset,14,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Mainset,15,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Encore 1,1,Six Different Ways,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Encore 1,2,Close To Me,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Encore 2,1,Charlotte Sometimes,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Encore 2,2,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Encore 2,3,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Encore 3,1,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Encore 3,2,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-12,1985,The Cure,Irvine / Los Angeles,Irvine Meadows Amphitheatre,USA/CA,Encore 3,3,Do You Wanna Touch Me?,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-12.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Intro,1,The Glove - Relax,No,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Mainset,1,The Baby Screams,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Mainset,2,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Mainset,3,Kyoto Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Mainset,4,Primary,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Mainset,5,The Hanging Garden,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Mainset,6,Cold,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Mainset,7,A Night Like This,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Mainset,8,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Mainset,9,Let's Go To Bed,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Mainset,10,The Walk,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Mainset,11,Push,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Mainset,12,Screw,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Mainset,13,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Mainset,14,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Mainset,15,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Encore 1,1,Six Different Ways,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Encore 1,2,Close To Me,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Encore 2,1,Charlotte Sometimes,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Encore 2,2,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Encore 2,3,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Encore 3,1,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Encore 3,2,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-17,1985,The Cure,Minneapolis,Orpheum Theatre,USA/MN,Encore 3,3,Do You Wanna Touch Me?,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-17.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Intro,1,The Glove - Relax,No,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Mainset,1,The Baby Screams,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Mainset,2,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Mainset,3,Kyoto Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Mainset,4,Primary,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Mainset,5,The Hanging Garden,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Mainset,6,Cold,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Mainset,7,A Night Like This,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Mainset,8,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Mainset,9,Let's Go To Bed,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Mainset,10,The Walk,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Mainset,11,Push,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Mainset,12,Screw,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Mainset,13,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Mainset,14,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Mainset,15,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Encore 1,1,Six Different Ways,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Encore 1,2,Close To Me,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Encore 2,1,Charlotte Sometimes,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Encore 2,2,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Encore 2,3,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Encore 3,1,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Encore 3,2,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-18,1985,The Cure,Chicago,Aragon Ballroom,USA/IL,Encore 3,3,Do You Wanna Touch Me?,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-18.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Intro,1,The Glove - Relax,No,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Mainset,1,The Baby Screams,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Mainset,2,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Mainset,3,Kyoto Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Mainset,4,Primary,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Mainset,5,The Hanging Garden,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Mainset,6,Cold,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Mainset,7,A Night Like This,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Mainset,8,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Mainset,9,Let's Go To Bed,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Mainset,10,The Walk,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Mainset,11,Push,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Mainset,12,Screw,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Mainset,13,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Mainset,14,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Mainset,15,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Encore 1,1,Six Different Ways,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Encore 1,2,Close To Me,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Encore 2,1,Charlotte Sometimes,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Encore 2,2,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Encore 2,3,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Encore 3,1,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Encore 3,2,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-19,1985,The Cure,Detroit,State Theatre,USA/MI,Encore 3,3,Do You Wanna Touch Me?,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-19.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Intro,1,The Glove - Relax,No,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Mainset,1,The Baby Screams,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Mainset,2,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Mainset,3,Kyoto Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Mainset,4,Primary,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Mainset,5,The Hanging Garden,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Mainset,6,Cold,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Mainset,7,A Night Like This,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Mainset,8,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Mainset,9,Let's Go To Bed,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Mainset,10,The Walk,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Mainset,11,Push,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Mainset,12,Screw,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Mainset,13,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Mainset,14,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Mainset,15,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Encore 1,1,Six Different Ways,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Encore 1,2,Close To Me,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Encore 2,1,Charlotte Sometimes,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Encore 2,2,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Encore 2,3,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Encore 3,1,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Encore 3,2,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-20,1985,The Cure,Mississauga / Toronto,International Centre,Canada/ON,Encore 3,3,You Really Got Me,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-20.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Intro,1,The Glove - Relax,No,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Mainset,1,The Baby Screams,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Mainset,2,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Mainset,3,Kyoto Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Mainset,4,Primary,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Mainset,5,The Hanging Garden,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Mainset,6,Cold,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Mainset,7,A Night Like This,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Mainset,8,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Mainset,9,Let's Go To Bed,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Mainset,10,The Walk,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Mainset,11,Push,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Mainset,12,Screw,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Mainset,13,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Mainset,14,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Mainset,15,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Encore 1,1,Six Different Ways,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Encore 1,2,Close To Me,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Encore 2,1,Charlotte Sometimes,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Encore 2,2,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Encore 2,3,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Encore 3,1,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Encore 3,2,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-22,1985,The Cure,Cleveland,Music Hall,USA/OH,Encore 3,3,Do You Wanna Touch Me?,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-22.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Intro,1,The Glove - Relax,No,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Mainset,1,The Baby Screams,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Mainset,2,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Mainset,3,Kyoto Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Mainset,4,Primary,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Mainset,5,The Hanging Garden,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Mainset,6,Cold,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Mainset,7,A Night Like This,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Mainset,8,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Mainset,9,Let's Go To Bed,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Mainset,10,The Walk,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Mainset,11,Push,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Mainset,12,Screw,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Mainset,13,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Mainset,14,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Mainset,15,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
